SANTIAGO, -, CHL,,,,,
month,day,hour,Ta,G_Gh,G_Bn,G_Dh,FF
2,1,2,15.3,0,0,0,0.7
2,1,3,13.8,0,0,0,0
2,1,4,12.8,0,0,0,0
2,1,5,11.9,0,0,0,0
2,1,6,11.1,0,0,0,0
2,1,7,11,19,0,19,0
2,1,8,14.4,172,241,104,0
2,1,9,17,404,471,178,1
2,1,10,20,614,610,212,2.1
2,1,11,21.8,729,524,307,3.1
2,1,12,23,815,404,449,3.6
2,1,13,25,834,436,418,5.7
2,1,14,24.2,781,309,487,5.1
2,1,15,24,838,507,384,5.1
2,1,16,24.1,768,648,257,4.1
2,1,17,24.2,601,692,159,3.1
2,1,18,23,365,411,177,6.2
2,1,19,22,140,147,103,3.6
2,1,20,19.6,13,0,13,2.1
2,1,21,17,0,0,0,1.5
2,1,22,16,0,0,0,4.1
2,1,23,15,0,0,0,2.1
2,1,24,13,0,0,0,0
2,2,1,12.6,0,0,0,0
2,2,2,12.3,0,0,0,0
2,2,3,12.1,0,0,0,0
2,2,4,12,0,0,0,0
2,2,5,11.2,0,0,0,0
2,2,6,11.8,0,0,0,1.5
2,2,7,12.4,18,0,18,0.7
2,2,8,13,169,194,115,0
2,2,9,15,404,482,174,1.5
2,2,10,18,640,737,155,2.1
2,2,11,19.6,837,831,171,3.6
2,2,12,22,971,904,154,1.5
2,2,13,23,1026,890,177,1.5
2,2,14,24.4,983,752,267,6.2
2,2,15,23.7,840,496,397,5.6
2,2,16,23,614,306,373,5.1
2,2,17,22.2,349,94,289,6.2
2,2,18,21,301,202,208,5.1
2,2,19,20,134,86,112,6.2
2,2,20,18.4,13,0,13,2.6
2,2,21,16,0,0,0,1.5
2,2,22,15,0,0,0,2.1
2,2,23,14,0,0,0,2.1
2,2,24,13,0,0,0,2.1
2,3,1,13,0,0,0,2.1
2,3,2,12.2,0,0,0,2.1
2,3,3,11.4,0,0,0,1.4
2,3,4,10.7,0,0,0,0.7
2,3,5,9.9,0,0,0,0
2,3,6,9.9,0,0,0,0.5
2,3,7,10,17,0,17,1
2,3,8,12.8,166,189,114,0
2,3,9,15.4,401,483,172,0.5
2,3,10,18,637,736,155,1
2,3,11,20.8,834,830,170,2.1
2,3,12,24,970,909,150,4.1
2,3,13,26,1041,934,151,1.5
2,3,14,27.8,1040,948,140,7.7
2,3,15,28,962,892,165,6.2
2,3,16,28,817,830,165,5.1
2,3,17,27.6,611,719,154,4.1
2,3,18,26,373,504,144,6.2
2,3,19,24,143,169,100,7.7
2,3,20,22.6,13,0,13,5.1
2,3,21,20,0,0,0,3.1
2,3,22,18.7,0,0,0,2.1
2,3,23,17.4,0,0,0,2.6
2,3,24,17,0,0,0,1.5
2,4,1,15,0,0,0,1.5
2,4,2,14.8,0,0,0,0
2,4,3,13,0,0,0,0
2,4,4,13,0,0,0,0
2,4,5,11.6,0,0,0,0
2,4,6,10,0,0,0,0
2,4,7,11,17,0,17,0
2,4,8,13.4,163,185,113,0
2,4,9,17.2,397,477,172,0
2,4,10,21,632,731,155,0
2,4,11,24.8,829,850,150,1
2,4,12,27,968,888,169,3.1
2,4,13,29,1039,934,151,5.1
2,4,14,29,1038,947,140,5.1
2,4,15,29,958,915,143,5.1
2,4,16,23,811,847,147,4.1
2,4,17,27.2,608,729,146,5.1
2,4,18,25.1,370,500,144,6.2
2,4,19,23,140,166,99,3.1
2,4,20,22.1,13,0,13,4.1
2,4,21,20.4,0,0,0,3.8
2,4,22,18.7,0,0,0,3.4
2,4,23,17,0,0,0,3.1
2,4,24,16.2,0,0,0,2.9
2,5,1,15.4,0,0,0,2.8
2,5,2,14.6,0,0,0,2.6
2,5,3,14.5,0,0,0,2.3
2,5,4,14.5,0,0,0,2.1
2,5,5,14.4,0,0,0,1.8
2,5,6,14.3,0,0,0,1.5
2,5,7,14.3,10,0,10,1.3
2,5,8,14.2,48,0,48,1
2,5,9,15.1,118,0,118,1.9
2,5,10,15.9,188,1,188,2.7
2,5,11,16.8,247,4,244,3.6
2,5,12,17.7,289,5,284,4.5
2,5,13,18.5,310,6,304,5.3
2,5,14,19.4,309,6,303,6.2
2,5,15,20,464,26,441,7.7
2,5,16,21,514,180,374,9.3
2,5,17,21,454,205,325,4.1
2,5,18,21,293,121,239,3.4
2,5,19,20,116,72,98,2.6
2,5,20,19.6,11,0,11,2.1
2,5,21,19,0,0,0,1.5
2,5,22,18,0,0,0,1
2,5,23,16.8,0,0,0,0
2,5,24,17,0,0,0,0
2,6,1,18,0,0,0,1
2,6,2,17.2,0,0,0,2.1
2,6,3,16,0,0,0,2.1
2,6,4,17,0,0,0,2.1
2,6,5,16.4,0,0,0,0
2,6,6,16,0,0,0,0
2,6,7,10,5,0,5,0.5
2,6,8,16.2,47,0,47,1
2,6,9,17.7,190,16,183,0.7
2,6,10,19.1,398,124,318,0.3
2,6,11,20.6,617,282,394,0
2,6,12,23,887,583,364,2.1
2,6,13,24,1018,783,276,0
2,6,14,24.4,1028,927,152,4.1
2,6,15,25,952,909,145,3.1
2,6,16,25,806,845,146,5.1
2,6,17,25.4,604,728,144,6.2
2,6,18,24,366,497,143,5.7
2,6,19,22,136,159,97,3.1
2,6,20,20.6,12,0,12,3.1
2,6,21,18.8,0,0,0,2.8
2,6,22,17,0,0,0,2.6
2,6,23,16,0,0,0,2.1
2,6,24,15.5,0,0,0,1.5
2,7,1,15,0,0,0,1
2,7,2,14.2,0,0,0,0
2,7,3,13,0,0,0,1
2,7,4,12,0,0,0,1
2,7,5,11.8,0,0,0,0
2,7,6,11,0,0,0,0
2,7,7,10,15,0,15,0
2,7,8,14.5,154,213,98,0
2,7,9,17,387,466,170,1
2,7,10,20,623,726,154,1
2,7,11,23,821,852,147,2.6
2,7,12,24,961,889,165,3.1
2,7,13,26,1034,945,139,2.6
2,7,14,27.8,1029,934,147,2.6
2,7,15,28,950,909,144,6.2
2,7,16,28,804,845,146,4.1
2,7,17,28.4,602,729,143,6.2
2,7,18,27,364,497,142,7.2
2,7,19,25,134,157,96,3.1
2,7,20,23,11,0,11,5.1
2,7,21,22,0,0,0,2.1
2,7,22,20,0,0,0,1
2,7,23,19,0,0,0,1
2,7,24,19,0,0,0,1
2,8,1,16,0,0,0,0
2,8,2,14.5,0,0,0,0
2,8,3,15,0,0,0,3.1
2,8,4,16,0,0,0,1.5
2,8,5,14.4,0,0,0,0
2,8,6,11,0,0,0,1.5
2,8,7,11,14,0,14,0
2,8,8,15.4,151,169,107,0
2,8,9,19,384,465,169,0
2,8,10,22,620,727,153,1.5
2,8,11,23.1,819,852,146,4.6
2,8,12,25,959,892,163,1.5
2,8,13,27,1030,935,147,3.1
2,8,14,28.5,1029,947,137,4.1
2,8,15,30,950,889,163,3.6
2,8,16,30,801,844,145,3.1
2,8,17,29.8,601,713,154,3.1
2,8,18,29,361,448,162,6.2
2,8,19,27,132,128,101,4.1
2,8,20,24.4,11,0,11,4.1
2,8,21,23,0,0,0,3.1
2,8,22,22,0,0,0,2.1
2,8,23,20.3,0,0,0,1.8
2,8,24,18.6,0,0,0,1.5
2,9,1,16.9,0,0,0,1.3
2,9,2,15.2,0,0,0,1
2,9,3,14,0,0,0,0
2,9,4,14.2,0,0,0,0
2,9,5,14.4,0,0,0,0
2,9,6,14.6,0,0,0,0
2,9,7,14.8,14,0,14,0
2,9,8,15,148,166,106,0
2,9,9,19,382,470,166,0
2,9,10,22,619,688,178,0
2,9,11,23.6,818,830,164,0
2,9,12,26,959,869,185,1
2,9,13,28,1030,948,136,2.1
2,9,14,29.3,1038,958,137,5.1
2,9,15,30,954,906,153,5.1
2,9,16,30,806,839,156,3.1
2,9,17,29.4,601,724,149,6.2
2,9,18,28,361,454,160,5.1
2,9,19,26.6,130,127,100,4.4
2,9,20,25.2,10,0,10,3.6
2,9,21,22,0,0,0,2.6
2,9,22,20,0,0,0,2.6
2,9,23,18.8,0,0,0,2.1
2,9,24,16.9,0,0,0,1.5
2,10,1,15,0,0,0,1
2,10,2,14.4,0,0,0,0
2,10,3,14,0,0,0,1
2,10,4,12.5,0,0,0,0.7
2,10,5,11.1,0,0,0,0.5
2,10,6,11,0,0,0,0
2,10,7,11,13,0,13,0
2,10,8,15,145,162,104,0
2,10,9,19,379,468,165,0
2,10,10,22,615,686,178,0
2,10,11,24.6,814,827,164,0
2,10,12,28,953,913,142,2.6
2,10,13,29,1027,946,136,3.4
2,10,14,30,1024,946,135,4.1
2,10,15,30,945,889,161,5.1
2,10,16,30,797,845,143,5.1
2,10,17,29,594,707,154,4.1
2,10,18,27,355,442,161,4.6
2,10,19,25,128,123,99,5.1
2,10,20,23.4,10,0,10,2.1
2,10,21,20,0,0,0,2.1
2,10,22,19,0,0,0,2.1
2,10,23,17.2,0,0,0,2.1
2,10,24,16.6,0,0,0,1.5
2,11,1,16,0,0,0,1
2,11,2,13.6,0,0,0,0
2,11,3,13,0,0,0,0
2,11,4,13,0,0,0,0
2,11,5,11.8,0,0,0,0
2,11,6,10,0,0,0,0
2,11,7,10,12,0,12,0
2,11,8,13.8,142,158,103,0
2,11,9,19,373,456,167,0
2,11,10,22.1,613,686,176,0
2,11,11,25.2,813,831,161,0
2,11,12,28,955,874,180,2.6
2,11,13,29,1024,947,135,3.1
2,11,14,30.6,1022,948,133,3.6
2,11,15,31,947,901,154,5.7
2,11,16,30,796,822,161,6.2
2,11,17,30,593,711,151,6.2
2,11,18,29,353,444,160,7.2
2,11,19,27,125,119,97,3.1
2,11,20,23.6,9,0,9,2.6
2,11,21,20,0,0,0,2.1
2,11,22,19,0,0,0,2.6
2,11,23,19,0,0,0,3.1
2,11,24,18,0,0,0,0
2,12,1,17,0,0,0,0
2,12,2,15.4,0,0,0,0
2,12,3,14.7,0,0,0,0
2,12,4,14,0,0,0,0
2,12,5,13.2,0,0,0,0
2,12,6,11,0,0,0,0
2,12,7,11,12,0,12,0
2,12,8,13.8,139,188,93,0
2,12,9,19,370,451,166,0
2,12,10,25,603,705,156,2.1
2,12,11,25.4,804,796,182,2.1
2,12,12,27,943,878,167,4.1
2,12,13,29,1017,929,147,2.6
2,12,14,29.4,1010,918,152,4.1
2,12,15,29,935,901,144,6.2
2,12,16,29,790,839,144,7.2
2,12,17,28.2,588,702,153,3.1
2,12,18,27,349,437,160,7.2
2,12,19,25,122,116,96,2.6
2,12,20,22.5,9,0,9,3.4
2,12,21,20,0,0,0,4.1
2,12,22,19,0,0,0,2.6
2,12,23,17.6,0,0,0,2.1
2,12,24,16.8,0,0,0,2.6
2,13,1,16,0,0,0,3.1
2,13,2,14.9,0,0,0,0
2,13,3,15,0,0,0,0
2,13,4,14,0,0,0,0
2,13,5,12.5,0,0,0,0
2,13,6,12,0,0,0,0
2,13,7,12,11,0,11,0
2,13,8,15.4,136,183,92,0
2,13,9,19,366,446,166,0
2,13,10,21,603,715,152,2.1
2,13,11,24.4,802,842,146,2.6
2,13,12,27,941,880,164,2.1
2,13,13,28,1014,928,146,5.1
2,13,14,29.4,1013,938,137,6.2
2,13,15,29,934,908,139,7.2
2,13,16,29,790,820,160,7.2
2,13,17,28,584,706,149,4.1
2,13,18,27,346,434,159,6.2
2,13,19,24,120,138,88,5.1
2,13,20,22.6,9,0,9,5.1
2,13,21,20,0,0,0,2.1
2,13,22,19,0,0,0,2.1
2,13,23,18,0,0,0,2.1
2,13,24,17,0,0,0,2.1
2,14,1,15,0,0,0,1.5
2,14,2,14.5,0,0,0,1
2,14,3,14,0,0,0,2.1
2,14,4,14,0,0,0,0
2,14,5,13.2,0,0,0,1
2,14,6,12.6,0,0,0,1
2,14,7,12,11,0,11,1
2,14,8,14.8,134,145,99,0
2,14,9,18,363,444,165,0
2,14,10,21,600,715,150,5.1
2,14,11,23,797,837,147,2.6
2,14,12,25,942,861,184,3.6
2,14,13,27,1010,923,148,4.1
2,14,14,28.4,1008,929,144,5.1
2,14,15,28,931,907,139,6.2
2,14,16,28,783,820,156,5.1
2,14,17,27,580,716,141,6.2
2,14,18,25,343,432,158,7.7
2,14,19,22,117,134,87,7.2
2,14,20,21,8,0,8,5.1
2,14,21,19,0,0,0,6.7
2,14,22,18,0,0,0,2.1
2,14,23,16.4,0,0,0,2.1
2,14,24,16.4,0,0,0,2.1
2,15,1,14,0,0,0,1
2,15,2,13.8,0,0,0,1
2,15,3,12,0,0,0,0
2,15,4,11,0,0,0,0
2,15,5,10.7,0,0,0,0
2,15,6,9,0,0,0,0
2,15,7,10,10,0,10,0
2,15,8,13.6,131,141,97,1.5
2,15,9,16,360,443,163,0
2,15,10,19,596,713,150,1.5
2,15,11,20,796,842,143,1
2,15,12,22,936,883,161,2.6
2,15,13,24,1007,925,146,4.1
2,15,14,25.6,1004,923,146,2.1
2,15,15,28,926,901,141,3.6
2,15,16,28,780,818,155,3.6
2,15,17,28.1,577,695,152,3.6
2,15,18,26,340,428,157,5.1
2,15,19,24,115,131,86,4.1
2,15,20,22.6,8,0,8,4.1
2,15,21,19,0,0,0,2.6
2,15,22,19,0,0,0,1.5
2,15,23,17,0,0,0,1.5
2,15,24,15,0,0,0,0
2,16,1,14.8,0,0,0,0
2,16,2,14.6,0,0,0,0
2,16,3,11,0,0,0,0
2,16,4,11,0,0,0,0
2,16,5,11,0,0,0,0
2,16,6,10,0,0,0,0
2,16,7,9,10,0,10,0
2,16,8,11,128,137,96,0
2,16,9,17,357,447,160,0
2,16,10,20,595,650,190,0
2,16,11,23.4,795,820,161,1.5
2,16,12,25.7,936,860,182,2.8
2,16,13,28,1009,943,133,4.1
2,16,14,29,1003,936,135,2.1
2,16,15,30,927,886,157,2.6
2,16,16,31,780,805,167,5.1
2,16,17,29.6,575,660,173,4.1
2,16,18,28,336,423,156,5.1
2,16,19,25,111,124,84,4.1
2,16,20,23.6,7,0,7,2.1
2,16,21,21.6,0,0,0,1.4
2,16,22,19.6,0,0,0,0.7
2,16,23,17.6,0,0,0,0
2,16,24,16.3,0,0,0,0.3
2,17,1,14.9,0,0,0,0.7
2,17,2,13.6,0,0,0,1
2,17,3,14,0,0,0,0
2,17,4,13,0,0,0,0
2,17,5,11.8,0,0,0,0
2,17,6,11,0,0,0,0
2,17,7,10,9,0,9,0
2,17,8,12.8,126,134,94,0
2,17,9,18,353,442,160,0
2,17,10,22,591,648,189,1
2,17,11,24.7,792,821,160,0
2,17,12,26.8,933,861,181,0
2,17,13,29,1005,942,132,0
2,17,14,29.6,1000,936,135,5.1
2,17,15,29,922,879,160,5.1
2,17,16,29,773,794,171,7.2
2,17,17,28.8,567,646,176,6.2
2,17,18,27.4,330,412,157,5.6
2,17,19,26,108,137,78,5.1
2,17,20,23.6,7,0,7,4.1
2,17,21,23.6,0,0,0,4.1
2,17,22,19,0,0,0,2.1
2,17,23,18.8,0,0,0,2.6
2,17,24,18,0,0,0,0
2,18,1,16,0,0,0,1
2,18,2,16,0,0,0,1.5
2,18,3,16,0,0,0,1.5
2,18,4,13,0,0,0,0
2,18,5,12.6,0,0,0,0
2,18,6,14,0,0,0,0
2,18,7,11,9,0,9,0
2,18,8,14.4,123,159,86,1.5
2,18,9,19,349,431,161,0
2,18,10,24,585,655,179,1
2,18,11,25.8,785,793,176,1.5
2,18,12,28,923,890,147,2.1
2,18,13,29,994,912,150,4.1
2,18,14,29.5,994,921,144,3.1
2,18,15,30,914,891,143,6.2
2,18,16,30,768,811,155,6.7
2,18,17,28.8,565,689,149,5.1
2,18,18,27,327,410,156,4.6
2,18,19,26,106,135,77,4.1
2,18,20,24.8,6,0,6,1.5
2,18,21,22.4,0,0,0,1.8
2,18,22,20,0,0,0,2.1
2,18,23,19.2,0,0,0,2.6
2,18,24,18,0,0,0,2.1
2,19,1,17,0,0,0,2.6
2,19,2,16,0,0,0,1
2,19,3,15,0,0,0,0.7
2,19,4,14,0,0,0,0.3
2,19,5,13,0,0,0,0
2,19,6,14,0,0,0,0
2,19,7,13,8,0,8,0
2,19,8,16.9,120,153,85,0
2,19,9,20,345,427,161,0
2,19,10,23,581,653,179,1
2,19,11,26,780,814,157,1.5
2,19,12,28,922,875,160,3.6
2,19,13,29.2,995,924,142,3.3
2,19,14,30.4,993,933,134,3.1
2,19,15,30,914,902,136,3.1
2,19,16,30,767,817,151,4.1
2,19,17,29.8,563,652,171,3.6
2,19,18,29,324,413,154,6.2
2,19,19,26,103,111,80,5.1
2,19,20,25.1,6,0,6,3.1
2,19,21,24,0,0,0,2.6
2,19,22,22,0,0,0,1.5
2,19,23,19.5,0,0,0,2.1
2,19,24,19,0,0,0,1
2,20,1,17,0,0,0,1.2
2,20,2,15.8,0,0,0,1.5
2,20,3,16,0,0,0,0
2,20,4,15,0,0,0,1
2,20,5,14.6,0,0,0,0
2,20,6,13,0,0,0,1
2,20,7,11,8,0,8,2.6
2,20,8,14.4,117,122,90,0
2,20,9,20,343,377,181,0
2,20,10,23,579,657,176,0
2,20,11,25.4,780,760,200,1
2,20,12,26.7,923,857,179,2
2,20,13,28,994,936,132,3.1
2,20,14,30.6,993,943,128,2.1
2,20,15,31,915,890,151,4.1
2,20,16,31,767,806,162,5.1
2,20,17,31,561,660,167,4.1
2,20,18,30,325,373,171,4.1
2,20,19,20,100,107,78,3.1
2,20,20,25.6,5,0,5,4.1
2,20,21,23.8,0,0,0,2.8
2,20,22,22,0,0,0,1.5
2,20,23,20.1,0,0,0,1.5
2,20,24,19,0,0,0,1
2,21,1,18,0,0,0,0
2,21,2,17.2,0,0,0,0
2,21,3,17.2,0,0,0,0
2,21,4,14,0,0,0,0
2,21,5,13.3,0,0,0,1
2,21,6,13,0,0,0,0
2,21,7,13,8,0,8,0
2,21,8,16.8,115,146,82,0
2,21,9,20,340,374,180,1.5
2,21,10,23,576,655,176,0
2,21,11,26,774,814,155,0
2,21,12,26,911,883,147,6.2
2,21,13,29,989,926,139,2.1
2,21,14,30.4,984,920,141,5.1
2,21,15,31,907,900,135,4.1
2,21,16,32,758,811,152,3.6
2,21,17,31.6,554,688,145,4.1
2,21,18,31,316,399,153,4.1
2,21,19,28,96,116,73,3.6
2,21,20,26.6,5,0,5,4.1
2,21,21,24.7,0,0,0,2.8
2,21,22,22.9,0,0,0,1.5
2,21,23,21,0,0,0,1
2,21,24,20.6,0,0,0,1
2,22,1,19,0,0,0,0
2,22,2,17,0,0,0,0
2,22,3,16.7,0,0,0,0
2,22,4,15,0,0,0,0
2,22,5,14.2,0,0,0,1
2,22,6,14.8,0,0,0,0.7
2,22,7,15.3,7,0,7,0.3
2,22,8,15.9,112,141,81,0
2,22,9,20,336,370,179,1
2,22,10,22,572,651,176,0
2,22,11,25.8,770,810,156,2.6
2,22,12,28,914,880,154,2.6
2,22,13,29,984,921,141,2.6
2,22,14,30.6,981,922,139,5.1
2,22,15,31,903,899,134,5.7
2,22,16,31,757,797,164,6.2
2,22,17,30,550,686,145,6.2
2,22,18,29,312,397,152,5.1
2,22,19,27,94,114,72,5.1
2,22,20,25.9,5,0,5,4.1
2,22,21,24,0,0,0,4.1
2,22,22,21,0,0,0,0
2,22,23,19.8,0,0,0,0
2,22,24,18,0,0,0,2.1
2,23,1,17,0,0,0,1.5
2,23,2,16.6,0,0,0,0
2,23,3,16,0,0,0,0
2,23,4,15,0,0,0,0
2,23,5,14,0,0,0,0
2,23,6,14,0,0,0,0
2,23,7,15.1,7,0,7,0
2,23,8,16.2,109,136,80,0
2,23,9,19,332,367,178,0
2,23,10,22,567,646,176,0
2,23,11,24,766,795,166,2.1
2,23,12,26,908,871,158,2.1
2,23,13,27,979,916,142,3.1
2,23,14,27,972,907,146,3.1
2,23,15,27,895,886,140,6.7
2,23,16,27,747,799,154,7.2
2,23,17,26.4,544,675,147,8.2
2,23,18,26,301,365,155,5.1
2,23,19,24.5,79,41,72,7.7
2,23,20,23,2,0,2,10.3
2,23,21,21.5,0,0,0,6.4
2,23,22,20,0,0,0,2.6
2,23,23,17.8,0,0,0,3.6
2,23,24,18,0,0,0,5.1
2,24,1,17,0,0,0,2.6
2,24,2,16.2,0,0,0,0
2,24,3,16,0,0,0,0
2,24,4,14.8,0,0,0,0
2,24,5,13.7,0,0,0,1
2,24,6,14.3,0,0,0,1
2,24,7,14.8,6,0,6,1
2,24,8,15.4,107,121,81,1
2,24,9,19,329,364,177,0
2,24,10,21,564,645,175,1
2,24,11,23,763,809,154,2.1
2,24,12,24.6,903,867,159,2.8
2,24,13,26.2,973,909,145,3.4
2,24,14,27.8,968,906,146,4.1
2,24,15,28,892,889,137,5.1
2,24,16,27,745,803,151,6.4
2,24,17,26,541,679,144,7.7
2,24,18,24,303,387,150,6.2
2,24,19,23,88,102,69,5.1
2,24,20,20.6,4,0,4,5.1
2,24,21,19.1,0,0,0,3.9
2,24,22,17.5,0,0,0,2.7
2,24,23,16,0,0,0,1.5
2,24,24,16,0,0,0,2.1
2,25,1,15,0,0,0,1.5
2,25,2,14.7,0,0,0,0
2,25,3,13,0,0,0,1.5
2,25,4,12.2,0,0,0,1.5
2,25,5,11.4,0,0,0,1.5
2,25,6,11.2,0,0,0,4.1
2,25,7,11,6,0,6,1
2,25,8,11.6,105,99,84,0
2,25,9,16,327,366,175,1.5
2,25,10,20,563,634,183,1
2,25,11,21.7,764,759,194,0
2,25,12,24,904,851,176,0
2,25,13,26,974,922,137,4.1
2,25,14,26.9,969,912,144,4.1
2,25,15,28,890,896,133,2.1
2,25,16,28,743,788,163,6.2
2,25,17,27.5,538,641,166,5.1
2,25,18,26.2,301,391,147,4.4
2,25,19,25,85,81,70,3.6
2,25,20,24,3,0,3,3.6
2,25,21,23,0,0,0,3.1
2,25,22,20,0,0,0,0
2,25,23,19.6,0,0,0,0
2,25,24,19.3,0,0,0,1.3
2,26,1,19,0,0,0,2.6
2,26,2,17.2,0,0,0,1
2,26,3,17,0,0,0,0
2,26,4,16,0,0,0,0
2,26,5,12.6,0,0,0,0
2,26,6,10,0,0,0,0
2,26,7,11.6,6,0,6,0.5
2,26,8,13.3,103,96,83,1
2,26,9,17,323,361,174,0
2,26,10,21,558,646,172,2.1
2,26,11,24.7,759,755,195,1
2,26,12,26.3,900,850,175,3.1
2,26,13,28,970,913,143,5.1
2,26,14,30.6,966,913,142,2.6
2,26,15,31,886,895,132,3.6
2,26,16,30,739,787,162,6.2
2,26,17,29.4,532,673,143,5.1
2,26,18,27.7,295,380,147,6.2
2,26,19,26,82,90,66,2.6
2,26,20,25.2,3,0,3,5.1
2,26,21,20,0,0,0,3.1
2,26,22,19.1,0,0,0,2
2,26,23,18.3,0,0,0,1
2,26,24,17,0,0,0,2.1
2,27,1,17,0,0,0,1
2,27,2,13.8,0,0,0,1
2,27,3,14,0,0,0,0
2,27,4,13,0,0,0,0
2,27,5,12.3,0,0,0,0
2,27,6,12,0,0,0,0
2,27,7,12.6,5,0,5,0
2,27,8,13.3,100,93,81,0
2,27,9,17.6,321,363,172,0.5
2,27,10,22,556,628,182,1
2,27,11,25.2,756,754,194,1.5
2,27,12,27,898,853,173,1.5
2,27,13,28,966,912,142,3.1
2,27,14,29.2,964,892,162,2.6
2,27,15,28.6,882,869,152,3.6
2,27,16,28,733,804,147,4.6
2,27,17,27.4,526,665,144,5.1
2,27,18,26,291,376,146,6.7
2,27,19,24,79,84,64,3.6
2,27,20,22.3,3,0,3,2.6
2,27,21,20,0,0,0,2.6
2,27,22,18,0,0,0,2.1
2,27,23,17.7,0,0,0,1
2,27,24,16,0,0,0,0
2,28,1,16,0,0,0,0
2,28,2,15,0,0,0,0
2,28,3,14,0,0,0,1
2,28,4,14,0,0,0,0
2,28,5,11.2,0,0,0,2.1
2,28,6,11,0,0,0,0
2,28,7,11,5,0,5,0
2,28,8,13,97,88,80,0
2,28,9,17,317,358,171,0
2,28,10,21,551,642,171,1
2,28,11,24.5,751,749,195,1
2,28,12,27,889,887,137,1.5
2,28,13,28,960,904,146,2.1
2,28,14,29.5,952,897,149,3.1
2,28,15,30,874,857,157,5.1
2,28,16,29,724,786,153,5.1
2,28,17,28.3,520,644,153,4.1
2,28,18,26,284,361,146,6.2
2,28,19,24,75,62,65,6.2
2,28,20,22.9,2,0,2,3.1
2,28,21,21.7,0,0,0,3.1
2,28,22,20.4,0,0,0,2.3
2,28,23,19.1,0,0,0,1.5
2,28,24,17.8,0,0,0,1
3,1,1,16.5,0,0,0,1
3,1,2,15.3,0,0,0,0
3,1,3,14.1,0,0,0,1.5
3,1,4,13.1,0,0,0,1
3,1,5,12,0,0,0,1.5
3,1,6,11,0,0,0,2.1
3,1,7,12,5,0,5,1.5
3,1,8,14.8,94,79,78,0.5
3,1,9,19,310,343,172,0.5
3,1,10,22,546,632,172,1
3,1,11,25,744,785,163,0.5
3,1,12,27,887,842,175,0.5
3,1,13,29,958,886,164,0.5
3,1,14,31,953,884,164,0.5
3,1,15,32,876,875,147,6.7
3,1,16,31,726,784,159,7.2
3,1,17,31,517,619,166,7.7
3,1,18,29,281,365,143,7.7
3,1,19,27,72,72,60,7.2
3,1,20,25.4,2,0,2,6.7
3,1,21,24,0,0,0,4.6
3,1,22,22,0,0,0,3.6
3,1,23,21.1,0,0,0,8.2
3,1,24,20,0,0,0,0.5
3,2,1,18.1,0,0,0,1
3,2,2,16.2,0,0,0,0.5
3,2,3,15,0,0,0,1
3,2,4,14,0,0,0,0
3,2,5,13.2,0,0,0,0
3,2,6,12,0,0,0,0
3,2,7,13,4,0,4,0.5
3,2,8,14.7,92,77,77,0
3,2,9,19,307,340,170,1
3,2,10,22,543,614,182,1
3,2,11,25.8,744,748,192,1
3,2,12,28,886,849,171,2.1
3,2,13,31,958,894,158,4.1
3,2,14,31.8,952,892,158,4.6
3,2,15,31,873,877,144,6.2
3,2,16,30,719,776,161,7.7
3,2,17,28.1,512,614,166,8.2
3,2,18,27,275,355,142,6.7
3,2,19,25,69,66,58,6.7
3,2,20,22,2,0,2,3.1
3,2,21,20,0,0,0,4.1
3,2,22,18,0,0,0,4.6
3,2,23,17.1,0,0,0,4.6
3,2,24,16,0,0,0,3.6
3,3,1,15,0,0,0,2.6
3,3,2,14.5,0,0,0,7.2
3,3,3,12,0,0,0,1
3,3,4,12,0,0,0,1.5
3,3,5,11.4,0,0,0,0
3,3,6,11,0,0,0,1
3,3,7,10,4,0,4,0.5
3,3,8,12.5,89,74,75,1
3,3,9,17,304,339,169,1.2
3,3,10,21,540,615,180,1.5
3,3,11,24.2,739,743,193,1.5
3,3,12,26,880,844,172,2.1
3,3,13,28,951,886,161,5.7
3,3,14,28.7,947,890,157,5.1
3,3,15,29,867,872,145,7.2
3,3,16,28.3,714,772,161,7.2
3,3,17,27.6,507,619,160,7.2
3,3,18,25,270,346,142,7.2
3,3,19,23,66,59,56,7.2
3,3,20,20.7,2,0,2,4.1
3,3,21,19,0,0,0,4.1
3,3,22,18,0,0,0,3.6
3,3,23,16,0,0,0,2.6
3,3,24,15,0,0,0,3.6
3,4,1,14,0,0,0,2.6
3,4,2,13.3,0,0,0,0.5
3,4,3,12,0,0,0,1
3,4,4,11,0,0,0,0
3,4,5,10.7,0,0,0,1.5
3,4,6,10,0,0,0,1
3,4,7,10,4,0,4,0
3,4,8,12.7,87,71,74,1.5
3,4,9,17,301,335,168,1
3,4,10,20,535,626,170,1
3,4,11,22.2,734,737,194,1.5
3,4,12,25,874,865,150,3.1
3,4,13,27,944,904,141,3.1
3,4,14,28.3,938,902,140,3.1
3,4,15,29,857,882,130,4.6
3,4,16,29,707,787,146,5.1
3,4,17,27.6,500,653,137,6.2
3,4,18,26,265,340,141,5.1
3,4,19,24,63,39,57,4.1
3,4,20,21.9,1,0,1,2.6
3,4,21,21,0,0,0,3.1
3,4,22,19,0,0,0,2.6
3,4,23,17.7,0,0,0,3.1
3,4,24,17,0,0,0,2.1
3,5,1,16,0,0,0,2.6
3,5,2,14.9,0,0,0,2.6
3,5,3,14,0,0,0,1.5
